index,split,unknown_class,cifar10_predicted_class,score,threshold,margin,failure_category,explanation
531,far,wardrobe,truck,-6.8886,-5.2929,1.5956,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
202,far,bottle,cat,-6.8798,-5.2929,1.5869,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
105,far,wardrobe,cat,-6.878,-5.2929,1.5851,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
359,far,chair,airplane,-6.8747,-5.2929,1.5818,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
21,far,wardrobe,truck,-6.873,-5.2929,1.5801,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
121,far,chair,airplane,-6.8685,-5.2929,1.5755,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
176,far,chair,bird,-6.8597,-5.2929,1.5667,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
215,far,chair,truck,-6.8573,-5.2929,1.5644,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
726,far,mushroom,cat,-6.8346,-5.2929,1.5417,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
586,far,chair,airplane,-6.8291,-5.2929,1.5362,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
261,far,chair,airplane,-6.8138,-5.2929,1.5209,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
290,far,sunflower,cat,-6.8105,-5.2929,1.5176,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
650,far,keyboard,cat,-6.802,-5.2929,1.5091,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
93,far,mushroom,bird,-6.7922,-5.2929,1.4993,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
247,far,bottle,cat,-6.7784,-5.2929,1.4855,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
472,far,wardrobe,cat,-6.7744,-5.2929,1.4815,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
792,far,mushroom,deer,-6.7721,-5.2929,1.4791,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
430,far,clock,automobile,-6.7622,-5.2929,1.4693,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
145,far,clock,frog,-6.7612,-5.2929,1.4683,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
454,far,mushroom,deer,-6.7562,-5.2929,1.4633,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
58,far,keyboard,deer,-6.7436,-5.2929,1.4506,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
371,far,wardrobe,cat,-6.7315,-5.2929,1.4386,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
362,far,clock,truck,-6.7209,-5.2929,1.428,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
206,far,chair,airplane,-6.7064,-5.2929,1.4135,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
234,far,bottle,ship,-6.6935,-5.2929,1.4006,Semantically Plausible,"Class 'bottle' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
282,far,bowl,frog,-6.6909,-5.2929,1.3979,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
771,far,chair,airplane,-6.6616,-5.2929,1.3686,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
590,far,clock,ship,-6.6609,-5.2929,1.368,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'ship', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
213,far,wardrobe,truck,-6.6585,-5.2929,1.3656,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
757,far,wardrobe,horse,-6.6576,-5.2929,1.3646,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
10,far,bowl,dog,-6.634,-5.2929,1.3411,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
320,far,wardrobe,cat,-6.5957,-5.2929,1.3027,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
704,far,sunflower,cat,-6.5922,-5.2929,1.2993,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
3,far,clock,automobile,-6.585,-5.2929,1.2921,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
552,far,sunflower,cat,-6.5796,-5.2929,1.2867,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
608,far,mushroom,frog,-6.5698,-5.2929,1.2768,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
433,far,mushroom,bird,-6.5648,-5.2929,1.2719,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
484,far,bottle,truck,-6.5603,-5.2929,1.2673,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
491,far,wardrobe,truck,-6.5562,-5.2929,1.2633,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
186,far,clock,automobile,-6.554,-5.2929,1.261,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
672,far,bowl,automobile,-6.5276,-5.2929,1.2347,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
400,far,sunflower,cat,-6.5256,-5.2929,1.2326,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
14,far,chair,truck,-6.5191,-5.2929,1.2261,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
293,far,keyboard,frog,-6.505,-5.2929,1.212,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
521,far,clock,cat,-6.4909,-5.2929,1.198,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
496,far,keyboard,cat,-6.4875,-5.2929,1.1945,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
195,far,bottle,automobile,-6.4815,-5.2929,1.1886,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
329,far,bottle,cat,-6.4664,-5.2929,1.1735,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
637,far,wardrobe,truck,-6.4643,-5.2929,1.1713,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
610,far,clock,automobile,-6.4637,-5.2929,1.1708,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
762,far,sunflower,cat,-6.4617,-5.2929,1.1688,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
572,far,bowl,frog,-6.4475,-5.2929,1.1545,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
616,far,chair,bird,-6.4362,-5.2929,1.1432,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
556,far,mushroom,cat,-6.4267,-5.2929,1.1338,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
401,far,bowl,automobile,-6.4099,-5.2929,1.1169,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
258,far,keyboard,automobile,-6.3987,-5.2929,1.1057,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
94,far,sunflower,cat,-6.3864,-5.2929,1.0935,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
311,far,wardrobe,truck,-6.3662,-5.2929,1.0733,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
689,far,sunflower,cat,-6.3656,-5.2929,1.0727,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
494,far,bottle,ship,-6.3557,-5.2929,1.0627,Semantically Plausible,"Class 'bottle' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
166,far,keyboard,ship,-6.342,-5.2929,1.049,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'ship', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
532,far,bottle,truck,-6.3365,-5.2929,1.0435,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
62,far,clock,dog,-6.3317,-5.2929,1.0388,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
542,far,wardrobe,truck,-6.3117,-5.2929,1.0188,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
626,far,wardrobe,cat,-6.3003,-5.2929,1.0074,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
244,far,bottle,truck,-6.299,-5.2929,1.0061,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
597,far,bottle,cat,-6.2811,-5.2929,0.9881,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
722,far,wardrobe,cat,-6.279,-5.2929,0.9861,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
138,far,bowl,bird,-6.2736,-5.2929,0.9807,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
673,far,chair,airplane,-6.2631,-5.2929,0.9702,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
728,far,wardrobe,cat,-6.2619,-5.2929,0.969,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
602,far,sunflower,cat,-6.2597,-5.2929,0.9667,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
712,far,bottle,frog,-6.2585,-5.2929,0.9656,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
678,far,bottle,cat,-6.254,-5.2929,0.961,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
439,far,clock,cat,-6.2537,-5.2929,0.9608,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
18,far,keyboard,cat,-6.2463,-5.2929,0.9533,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
156,far,clock,airplane,-6.237,-5.2929,0.9441,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
147,far,bowl,frog,-6.2355,-5.2929,0.9425,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
85,far,sunflower,ship,-6.2253,-5.2929,0.9323,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'ship', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
566,far,bowl,ship,-6.2074,-5.2929,0.9145,Semantically Plausible,"Class 'bowl' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
444,far,chair,bird,-6.1979,-5.2929,0.905,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
471,far,mushroom,bird,-6.192,-5.2929,0.899,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
15,far,bowl,automobile,-6.1763,-5.2929,0.8834,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
761,far,clock,automobile,-6.1697,-5.2929,0.8767,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
352,far,chair,airplane,-6.1552,-5.2929,0.8622,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
495,far,chair,cat,-6.1533,-5.2929,0.8603,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
740,far,wardrobe,cat,-6.1485,-5.2929,0.8556,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
714,far,bowl,airplane,-6.1442,-5.2929,0.8512,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
287,far,bowl,cat,-6.1179,-5.2929,0.825,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
478,far,keyboard,cat,-6.0895,-5.2929,0.7966,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
34,far,bowl,ship,-6.085,-5.2929,0.7921,Semantically Plausible,"Class 'bowl' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
492,far,bowl,cat,-6.0685,-5.2929,0.7756,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
694,far,bowl,cat,-6.0674,-5.2929,0.7744,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
414,far,mushroom,bird,-6.0636,-5.2929,0.7707,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
730,far,wardrobe,cat,-6.0427,-5.2929,0.7498,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
149,far,wardrobe,truck,-6.0426,-5.2929,0.7497,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
307,far,sunflower,dog,-6.0426,-5.2929,0.7497,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
405,far,clock,cat,-6.0352,-5.2929,0.7423,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
399,far,bottle,truck,-6.0212,-5.2929,0.7283,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
790,far,mushroom,bird,-6.0101,-5.2929,0.7172,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
499,far,keyboard,truck,-6.0063,-5.2929,0.7134,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
721,far,chair,airplane,-6.0038,-5.2929,0.7109,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
512,far,keyboard,frog,-5.9972,-5.2929,0.7042,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
229,far,bowl,cat,-5.9832,-5.2929,0.6902,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
776,far,clock,automobile,-5.9772,-5.2929,0.6843,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
130,far,keyboard,dog,-5.9751,-5.2929,0.6821,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
493,far,bowl,cat,-5.9726,-5.2929,0.6796,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
257,far,bottle,cat,-5.9691,-5.2929,0.6762,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
700,far,chair,bird,-5.9683,-5.2929,0.6754,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
508,far,wardrobe,cat,-5.9609,-5.2929,0.6679,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
503,far,mushroom,frog,-5.9456,-5.2929,0.6527,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
413,far,bottle,ship,-5.9351,-5.2929,0.6421,Semantically Plausible,"Class 'bottle' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
285,far,mushroom,bird,-5.9261,-5.2929,0.6332,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
550,far,chair,bird,-5.9148,-5.2929,0.6219,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
131,far,chair,cat,-5.9105,-5.2929,0.6176,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
649,far,bowl,automobile,-5.9052,-5.2929,0.6123,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
129,far,sunflower,frog,-5.902,-5.2929,0.6091,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
576,far,sunflower,ship,-5.8945,-5.2929,0.6015,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'ship', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
624,far,mushroom,frog,-5.8802,-5.2929,0.5873,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
441,far,bottle,ship,-5.8744,-5.2929,0.5814,Semantically Plausible,"Class 'bottle' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
321,far,wardrobe,cat,-5.8694,-5.2929,0.5765,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
553,far,chair,airplane,-5.867,-5.2929,0.5741,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
387,far,bottle,cat,-5.8664,-5.2929,0.5735,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
284,far,bottle,truck,-5.8366,-5.2929,0.5437,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
306,far,clock,bird,-5.8359,-5.2929,0.5429,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
763,far,wardrobe,cat,-5.8329,-5.2929,0.5399,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
698,far,bottle,bird,-5.8275,-5.2929,0.5346,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
331,far,sunflower,cat,-5.8189,-5.2929,0.526,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
101,far,mushroom,bird,-5.8176,-5.2929,0.5246,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
646,far,sunflower,cat,-5.8107,-5.2929,0.5178,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
308,far,clock,cat,-5.7949,-5.2929,0.5019,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
718,far,sunflower,airplane,-5.7903,-5.2929,0.4973,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
351,far,keyboard,cat,-5.7767,-5.2929,0.4838,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
630,far,mushroom,cat,-5.7612,-5.2929,0.4682,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
451,far,wardrobe,truck,-5.7572,-5.2929,0.4643,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
539,far,bottle,cat,-5.7535,-5.2929,0.4606,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
144,far,chair,cat,-5.7471,-5.2929,0.4542,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
317,far,mushroom,cat,-5.7368,-5.2929,0.4439,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
255,far,bowl,truck,-5.7239,-5.2929,0.431,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
470,far,bottle,ship,-5.7227,-5.2929,0.4298,Semantically Plausible,"Class 'bottle' shares strong visual/semantic features with CIFAR-10 'ship', causing the closed-set classifier to absorb the unknown with high logit response."
577,far,bowl,automobile,-5.7195,-5.2929,0.4266,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
70,far,sunflower,bird,-5.7189,-5.2929,0.4259,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
483,far,sunflower,airplane,-5.7158,-5.2929,0.4229,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
313,far,keyboard,bird,-5.7013,-5.2929,0.4084,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
